Date	Open	High	Low	Close	Volume	Adj Close
2014/4/30	8.08	8.89	8.08	8.89	3040	0.63
2014/5/5	8.45	8.46	8	8.32	5036	-0.57
2014/5/6	8	8.08	7.9	7.98	1653	-0.34
2014/5/7	8.04	8.04	7.76	7.81	1133	-0.17
2014/5/8	7.83	7.87	7.73	7.84	557.1	0.03
2014/5/9	7.75	7.75	7.59	7.65	477.02	-0.19
2014/5/12	7.61	7.99	7.61	7.78	1439.01	0.12
2014/5/13	7.76	7.97	7.76	7.95	1812.81	0.17
2014/5/14	6.63	6.84	6.61	6.84	690.04	0.21
2014/5/15	6.84	6.84	6.72	6.77	588	-0.07
2014/5/16	6.65	6.79	6.62	6.64	619.39	-0.13
2014/5/19	6.44	6.53	6.36	6.49	1680.9	-0.15
2014/5/20	6.46	6.57	6.45	6.55	113.1	0.06
2014/5/21	6.45	6.57	6.45	6.55	929.75	0
2014/5/22	6.45	6.96	6.45	6.57	905	0.02
2014/5/23	6.66	6.66	6.45	6.56	234	-0.01
2014/5/26	6.47	6.58	6.42	6.57	241	0.01
2014/5/27	6.57	6.77	6.43	6.69	1607.05	0.12
2014/5/28	6.65	6.65	6.5	6.57	299.2	-0.12
2014/5/29	6.59	6.59	6.45	6.55	200.8	-0.02
2014/5/30	6.45	6.78	6.4	6.66	1619.2	0.11
2014/6/3	6.53	6.59	6.53	6.59	379.4	-0.07
2014/6/4	6.5	6.6	6.5	6.6	322.4	0.01
2014/6/5	6.09	6.59	6.09	6.58	86.4	-0.02
2014/6/6	6.57	6.84	6.45	6.84	753.28	0.26
2014/6/9	6.65	6.75	6.62	6.7	526.6	-0.14
2014/6/10	6.7	6.79	6.6	6.77	817.17	0.07
2014/6/11	6.75	6.84	6.68	6.75	1057.6	-0.02
2014/6/12	6.75	6.81	6.63	6.73	358.4	-0.02
2014/6/13	6.71	6.83	6.66	6.77	451.8	0.04
2014/6/16	6.8	6.8	6.67	6.75	811.06	-0.02
2014/6/17	6.7	6.78	6.69	6.76	472.21	0.01
2014/6/18	6.75	6.75	6.7	6.75	396	-0.01
2014/6/19	6.76	6.76	6.66	6.75	338.2	0
2014/6/20	6.71	6.75	6.67	6.75	249.6	0
2014/6/23	6.71	6.86	6.71	6.86	823	0.11
2014/6/24	6.85	6.85	6.8	6.83	328.6	-0.03
2014/6/25	6.81	6.85	6.7	6.84	380.4	0.01
2014/6/26	6.84	6.94	6.82	6.89	313.6	0.05
2014/6/27	6.9	7.12	6.85	7.12	996.18	0.23
2014/6/30	7.12	7.12	7	7.09	517.4	-0.03
2014/7/1	7.08	7.08	6.91	7.06	219.8	-0.03
2014/7/2	7.03	7.04	6.96	7.04	384.75	-0.02
2014/7/3	7.04	7.2	6.97	7.2	888.4	0.16
2014/7/4	7.15	7.19	6.95	6.98	1019.59	-0.22
2014/7/7	6.97	7.04	6.84	6.9	938.4	-0.08
2014/7/8	6.87	6.87	6.71	6.84	738	-0.06
2014/7/9	6.78	6.89	6.69	6.85	1065.4	0.01
2014/7/10	6.83	6.85	6.8	6.85	337.4	0
2014/7/11	6.74	6.88	6.74	6.88	282	0.03
2014/7/14	6.87	6.9	6.79	6.9	331	0.02
2014/7/15	6.82	6.89	6.81	6.86	359.46	-0.04
2014/7/16	6.77	6.9	6.76	6.85	144.85	-0.01
2014/7/17	6.84	6.87	6.78	6.8	511.4	-0.05
2014/7/18	6.72	6.85	6.72	6.85	181.8	0.05
2014/7/21	6.61	6.84	6.61	6.81	144	-0.04
2014/7/22	6.84	6.88	6.74	6.87	702.4	0.06
2014/7/23	6.87	6.95	6.87	6.92	25	0.05
2014/7/24	6.83	6.94	6.83	6.86	147.4	-0.06
2014/7/25	6.91	6.94	6.82	6.93	1660.87	0.07
2014/7/28	6.84	6.97	6.81	6.94	477.61	0.01
2014/7/29	6.96	6.96	6.87	6.96	370	0.02
2014/7/30	6.82	7.13	6.82	6.97	4144.8	0.01
2014/7/31	6.97	6.97	6.84	6.94	2943.4	-0.03
2014/8/1	6.85	6.89	6.84	6.85	4188.96	-0.09
2014/8/4	6.84	6.86	6.44	6.86	1241	0.01
2014/8/5	6.81	6.85	6.81	6.84	589.85	-0.02
2014/8/6	6.85	6.85	6.84	6.85	13649.8	0.01
2014/8/7	6.84	6.85	6.74	6.74	2930.9	-0.11
2014/8/8	6.75	6.88	6.75	6.88	2107.91	0.14
2014/8/11	6.85	6.89	6.84	6.85	2659.03	-0.03
2014/8/12	6.9	6.9	6.83	6.85	1858.81	0
2014/8/13	6.84	6.88	6.81	6.85	3278.2	0
2014/8/14	6.84	6.85	6.81	6.84	2518.86	-0.01
2014/8/15	6.85	6.85	6.82	6.85	1363.01	0.01
2014/8/18	6.85	6.88	6.8	6.84	2366.58	-0.01
2014/8/19	6.88	6.88	6.82	6.83	1877	-0.01
2014/8/20	6.85	6.86	6.82	6.85	1160.24	0.02
2014/8/21	6.83	6.86	6.8	6.86	1385.87	0.01
2014/8/22	6.88	6.88	6.83	6.87	6647.52	0.01
2014/8/25	6.85	7.1	6.84	7.05	14548.37	0.18
2014/8/26	7.02	7.08	7	7.04	3767.2	-0.01
2014/8/27	7.03	7.3	7.02	7.27	10078.03	0.23
2014/8/28	7.26	7.3	7.18	7.29	6172.52	0.02
2014/8/29	7.29	7.29	7.22	7.29	1776.55	0
2014/9/1	7.3	7.64	7.3	7.38	5400.2	0.09
2014/9/2	7.37	7.4	7.3	7.35	5296.6	-0.03
2014/9/3	7.38	7.38	7.26	7.32	2776.85	-0.03
2014/9/4	7.28	7.37	7.25	7.32	1566.4	0
2014/9/5	7.36	7.46	7.36	7.42	3526.4	0.1
2014/9/9	7.45	7.53	7.31	7.53	5755.41	0.11
2014/9/10	7.4	7.57	7.4	7.55	3999.77	0.02
2014/9/11	7.48	7.55	7.41	7.54	4156.87	-0.01
2014/9/12	7.67	7.67	7.5	7.59	3132.61	0.05
2014/9/15	7.6	7.9	7.51	7.83	5199.17	0.24
2014/9/16	7.82	8.09	7.5	7.74	6084.81	-0.09
2014/9/17	7.73	7.8	7.55	7.76	3058.2	0.02
2014/9/18	7.84	7.84	7.62	7.79	590.21	0.03
2014/9/19	7.72	8	7.01	7.73	4685.79	-0.06
2014/9/22	7.61	7.75	7.51	7.59	1579.01	-0.14
2014/9/23	7.59	7.65	7.45	7.56	2981.8	-0.03
2014/9/24	7.4	7.58	7.4	7.58	14127.22	0.02
2014/9/25	7.58	7.7	7.58	7.68	2525.2	0.1
2014/9/26	7.72	7.99	7.62	7.9	12726.52	0.22
2014/9/29	7.81	8.12	7.76	8.1	6129.73	0.2
2014/9/30	8.1	8.12	7.99	8.04	1804.08	-0.06
2014/10/8	7.96	8.04	7.9	7.99	1565.93	-0.05
2014/10/9	7.95	8.08	7.89	7.94	1530.4	-0.05
2014/10/10	7.86	7.93	7.51	7.74	1294.37	-0.2
2014/10/13	7.62	7.82	7.55	7.71	1883.8	-0.03
2014/10/14	7.6	7.73	7.5	7.62	1405.6	-0.09
2014/10/15	7.55	7.62	7.44	7.55	547.72	-0.07
2014/10/16	7.45	7.55	7.44	7.53	1396.32	-0.02
2014/10/17	7.5	7.53	7.35	7.46	1041	-0.07
2014/10/20	7.52	7.52	7.31	7.45	2579.6	-0.01
2014/10/21	7.51	7.51	7.12	7.36	3610.48	-0.09
2014/10/22	7.29	7.45	7.2	7.35	2693.92	-0.01
2014/10/23	7.2	7.22	6.95	7.2	4708.52	-0.15
2014/10/24	7.01	7.16	6.96	7.06	2281.72	-0.14
2014/10/27	7.06	7.06	6.71	6.93	2473.2	-0.13
2014/10/28	6.76	7.03	6.76	7	1748.2	0.07
2014/10/29	7.01	7.09	6.98	7.09	1623.12	0.09
2014/10/30	7.12	7.12	7.03	7.08	900.72	-0.01
2014/10/31	7.05	7.18	7.05	7.14	2005.41	0.06
2014/11/3	7.09	7.15	7	7.04	1253	-0.1
2014/11/4	7.03	7.12	7.03	7.11	2086.66	0.07
2014/11/5	7.11	7.15	7.01	7.15	1316.26	0.04
2014/11/6	7.08	7.17	6.91	6.91	1860.2	-0.24
2014/11/7	7.03	7.03	6.9	6.9	838.4	-0.01
2014/11/10	6.78	7.08	6.78	7.08	503.8	0.18
2014/11/11	7.07	7.1	6.89	7.03	1096.2	-0.05
2014/11/12	6.8	7.04	6.8	6.98	767.25	-0.05
2014/11/13	7.04	7.04	6.89	6.98	1158.8	0
2014/11/14	6.98	7.02	6.94	7	423	0.02
2014/11/17	6.96	7.01	6.96	7	810.96	0
2014/11/18	7.07	7.07	6.96	7.01	385.6	0.01
2014/11/19	6.96	7.05	6.94	7.05	1289.06	0.04
2014/11/20	7.06	7.1	7.01	7.1	1667.5	0.05
2014/11/21	7.13	7.18	7.06	7.15	1095.61	0.05
2014/11/24	7.16	7.18	7.1	7.17	2090.81	0.02
2014/11/25	7.17	7.19	7.14	7.18	1147.8	0.01
2014/11/26	7.18	7.33	7.18	7.29	3613.88	0.11
2014/11/27	7.31	7.47	7.31	7.4	2788.6	0.11
2014/11/28	7.35	7.45	7.3	7.4	2468	0
2014/12/1	7.36	7.42	7.2	7.3	3083.6	-0.1
2014/12/2	7.16	7.34	7.16	7.33	2315.73	0.03
2014/12/3	7.3	7.37	7.26	7.28	1803.6	-0.05
2014/12/4	7.33	7.89	7.33	7.53	3849.59	0.25
2014/12/5	7.59	7.6	7.15	7.38	4072.09	-0.15
2014/12/8	7.21	7.5	7.2	7.47	4142.74	0.09
2014/12/9	7.4	7.5	7.02	7.17	3480.4	-0.3
2014/12/10	7.09	7.49	7	7.4	3751.41	0.23
2014/12/11	7.4	7.57	7.18	7.2	4625.42	-0.2
2014/12/12	7.22	7.22	7	7.17	1862.03	-0.03
2014/12/15	7.13	7.18	7.13	7.15	1859	-0.02
2014/12/16	7.15	7.15	7.03	7.09	705.4	-0.06
2014/12/17	7.05	7.12	6.89	6.95	2065	-0.14
2014/12/18	6.92	6.99	6.9	6.97	393	0.02
2014/12/19	6.86	6.94	6.82	6.93	2004.72	-0.04
2014/12/22	6.83	6.99	6.7	6.8	1242.2	-0.13
2014/12/23	6.9	6.9	6.74	6.82	301.2	0.02
2014/12/24	6.74	6.83	6.74	6.83	373.37	0.01
2014/12/25	6.95	6.95	6.78	6.87	99	0.04
2014/12/26	6.84	6.9	6.84	6.86	348.09	-0.01
2014/12/29	6.66	6.94	6.66	6.89	798.8	0.03
2014/12/30	6.9	6.9	6.75	6.76	341	-0.13
2014/12/31	6.76	6.96	6.71	6.94	1728.78	0.18
2015/1/5	6.95	6.99	6.82	6.94	1289	0
2015/1/6	6.87	6.91	6.83	6.85	386	-0.09
2015/1/7	6.85	6.9	6.78	6.79	1509.83	-0.06
2015/1/8	6.75	6.85	6.61	6.8	2120.2	0.01
2015/1/9	6.85	6.86	6.75	6.78	1149.4	-0.02
2015/1/12	6.66	6.79	6.66	6.69	439.2	-0.09
2015/1/13	6.67	6.83	6.67	6.82	176	0.13
2015/1/14	6.83	6.83	6.76	6.82	260	0
2015/1/15	6.62	6.89	6.62	6.86	361.45	0.04
2015/1/16	6.66	6.88	6.66	6.73	951.02	-0.13
2015/1/19	6.56	6.78	6.56	6.72	459.2	-0.01
2015/1/20	6.56	6.73	6.56	6.73	845.08	0.01
2015/1/21	6.71	6.75	6.68	6.73	764	0
2015/1/22	6.74	6.75	6.7	6.74	455	0.01
2015/1/23	6.75	6.78	6.67	6.75	320.8	0.01
2015/1/26	6.74	6.9	6.69	6.88	1195.08	0.13
2015/1/27	6.9	6.9	6.72	6.87	553.2	-0.01
2015/1/28	6.75	6.8	6.75	6.8	587	-0.07
2015/1/29	6.6	6.82	6.6	6.79	609.12	-0.01
2015/1/30	6.86	6.86	6.66	6.81	534	0.02
2015/2/2	6.65	6.78	6.65	6.76	217.01	-0.05
2015/2/3	6.61	6.79	6.61	6.77	1081.2	0.01
2015/2/4	6.77	6.79	6.73	6.75	166.6	-0.02
2015/2/5	6.79	6.79	6.58	6.59	3168.2	-0.16
2015/2/6	6.65	6.65	6.56	6.57	717	-0.02
2015/2/9	6.5	6.57	6.5	6.56	192.4	-0.01
2015/2/10	6.59	6.59	6.54	6.56	245	0
2015/2/11	6.61	6.61	6.49	6.57	242.6	0.01
2015/2/12	6.52	6.66	6.52	6.64	935	0.07
2015/2/13	6.66	6.66	6.6	6.66	861.08	0.02
2015/2/16	6.65	6.74	6.65	6.72	570.2	0.06
2015/2/17	6.68	6.77	6.66	6.77	547.3	0.05
2015/2/24	6.68	6.73	6.68	6.73	93	-0.04
2015/2/25	6.73	6.75	6.65	6.74	289	-0.03
2015/2/26	6.67	6.78	6.67	6.74	783.6	0
2015/2/27	6.7	6.72	6.68	6.69	757	-0.05
2015/3/2	6.72	6.79	6.68	6.75	1664.6	0.06
2015/3/3	6.73	6.77	6.69	6.77	755.2	0.02
2015/3/4	6.63	6.87	6.63	6.77	1311.6	0
2015/3/5	6.8	6.84	6.7	6.78	1941.02	0.01
2015/3/6	6.78	6.86	6.73	6.83	1064.21	0.05
2015/3/9	6.86	6.88	6.82	6.85	1321.41	0.02
2015/3/10	6.93	7	6.87	6.96	2633.12	0.11
2015/3/11	6.9	7.22	6.9	7.12	4682.61	0.16
2015/3/12	7.03	7.28	7.03	7.16	4097.55	0.04
2015/3/13	7.2	7.25	7.07	7.23	2710.4	0.07
2015/3/16	7.18	7.38	7.14	7.26	663.61	0.03
2015/3/17	7.27	7.68	7.25	7.59	8165.74	0.33
2015/3/18	7.45	7.54	7.36	7.48	3120.93	-0.11
2015/3/19	7.49	7.49	7.2	7.47	4388.4	-0.01
2015/3/20	7.4	7.44	7.26	7.36	1380.46	-0.11
2015/3/23	7.4	7.5	7.35	7.44	2982.24	0.08
2015/3/24	7.33	7.48	7.28	7.38	1942.47	-0.06
2015/3/25	7.28	7.38	7.13	7.3	2172.81	-0.08
2015/3/26	7.22	7.36	7.2	7.27	1479.54	-0.03
2015/3/27	7.36	7.36	7.24	7.32	393	0.05
2015/3/30	7.22	7.35	7.22	7.32	2999.21	0
2015/3/31	7.3	7.36	7.22	7.28	796.4	-0.04
2015/4/1	7.2	7.38	7.19	7.35	1737.41	0.07
2015/4/2	7.28	7.8	7.27	7.53	6114.83	0.18
2015/4/3	7.43	7.55	7.43	7.51	1386.65	-0.02
2015/4/7	7.73	7.73	7.5	7.63	1477.3	0.12
2015/4/8	7.56	7.65	7	7.48	4568.45	-0.15
2015/4/9	7.46	7.56	7.24	7.56	4141.42	0.08
2015/4/10	7.53	8.32	7.46	8.32	14227.32	0.76
2015/4/13	9.13	9.15	9.08	9.15	17836.66	0.83
2015/4/14	9.74	9.74	8.26	8.39	32816.33	-0.76
2015/4/15	8.38	8.75	8.03	8.49	17739.32	0.1
2015/4/16	8.48	8.79	8.22	8.79	8824.42	0.3
2015/4/17	8.85	8.85	8.5	8.61	4375.53	-0.18
2015/4/20	8.5	8.58	8.13	8.24	4056.2	-0.37
2015/4/21	8.24	8.42	8.24	8.41	2845.82	0.17
2015/4/22	8.41	9.25	8.41	9.04	22016.39	0.63
2015/4/23	8.93	9.49	8.8	9.22	12452.33	0.18
2015/4/24	9.06	9.32	8.91	9.18	7533.01	-0.04
2015/4/27	9.18	9.38	9.14	9.26	5228.01	0.08
2015/4/28	9.26	9.37	8.65	8.91	3778.32	-0.35
2015/4/29	8.8	9.45	8.78	9.29	8747.26	0.38
2015/4/30	9.21	9.59	9.11	9.29	8517.6	0
2015/5/4	9.4	9.4	9.01	9.14	5320.54	-0.15
2015/5/5	9.12	9.14	8.9	8.97	4277.2	-0.17
2015/5/6	9.09	9.19	8.8	8.96	3442	-0.01
2015/5/7	8.86	8.95	8.8	8.87	3208.82	-0.09
2015/5/8	8.89	9.18	8.89	9.16	3133.76	0.29
2015/5/11	9.19	9.59	9.1	9.5	10071.99	0.34
2015/5/12	9.59	9.75	9.45	9.64	3665.3	0.14
2015/5/13	9.49	9.75	9.42	9.57	4812.07	-0.07
2015/5/14	9.51	9.84	9.45	9.71	7638.22	0.14
2015/5/15	9.83	10.06	9.55	9.99	8675.6	0.28
2015/5/18	10	10.63	10	10.44	9354.42	0.45
2015/5/19	10.46	10.98	10.14	10.69	7737.84	0.25
2015/5/20	10.7	11.36	10.37	11.11	6640.57	0.42
2015/5/21	11.2	12.19	10.94	12.15	13387.69	1.04
2015/5/22	12.15	12.15	11.31	11.73	10438.4	-0.42
2015/5/25	11.7	11.71	11.03	11.55	7387.49	-0.18
2015/5/26	11.32	11.68	11.17	11.62	5508.76	0.07
2015/5/27	11.55	11.62	11.18	11.4	5863.2	-0.22
2015/5/28	11.4	11.82	11.01	11.28	6195.16	-0.12
2015/5/29	11.06	11.38	10.63	11.32	4825.01	0.04
2015/6/1	11.32	11.89	11.15	11.83	5106.02	0.51
2015/6/2	11.87	12.06	11.62	12.01	5029.4	0.18
2015/6/3	11.81	12.25	11.68	12.11	4205.18	0.1
2015/6/4	12.2	12.5	11.52	12.05	6623.51	-0.06
2015/6/5	12.17	12.6	11.9	12.19	4117.52	0.14
2015/6/8	11.93	12.38	11.72	12.37	3842.8	0.18
2015/6/9	12.3	12.36	11.9	12.24	4241.45	-0.13
2015/6/10	12.09	12.5	11.93	12.39	5066.49	0.15
2015/6/11	12.45	12.45	12.12	12.2	1209.6	-0.19
2015/6/12	12.3	12.48	12.16	12.33	1967.6	0.13
2015/6/15	12.02	12.25	11.8	11.87	3293.4	-0.46
2015/6/16	11.8	11.93	11.01	11.01	4583.3	-0.86
2015/6/17	11.4	11.4	10.5	11.19	2168.05	0.18
2015/6/18	11.08	11.4	11.07	11.13	2113.35	-0.06
2015/6/19	11	11.06	10.6	10.75	3671.4	-0.38
2015/6/23	10.75	11.11	9.91	10.48	3607.4	-0.27
2015/6/24	10.32	10.73	10.32	10.61	2268.93	0.13
2015/6/25	10.45	10.98	10.45	10.68	3787.43	0.07
2015/6/26	10.51	10.51	9.61	9.61	3950	-1.07
2015/6/29	9.99	10.01	8.65	9.14	5500.28	-0.47
2015/6/30	9.13	9.65	8.23	9.65	4484.35	0.51
2015/7/1	9.45	9.78	9.18	9.25	3306.5	-0.4
2015/7/2	9.26	9.49	8.33	9.12	4798.01	-0.13
2015/7/3	8.55	8.85	8.21	8.4	4722.98	-0.72
2015/7/6	8.73	9.18	7.56	7.96	6294.47	-0.44
2015/7/7	7.2	7.77	7.16	7.16	4469.46	-0.8
2015/7/8	6.44	6.7	6.44	6.44	12699	-0.72
2015/7/9	5.83	7.08	5.83	7.08	3633.12	0.64
2015/7/10	7.34	7.79	7.34	7.79	8769.16	0.71
2015/7/13	8.1	8.57	8.08	8.57	9211.6	0.78
2015/7/14	8.56	9.18	8.26	9	10295.06	0.43
2015/7/15	8.56	9	8.5	9	10889.16	0
2015/7/16	8.76	9.38	8.76	9.13	1833	0.13
2015/7/17	9.1	9.7	9.1	9.57	2429.52	0.44
2015/7/20	9.71	9.84	9.3	9.53	1041	-0.04
2015/7/21	9.11	9.56	9.11	9.45	831.7	-0.08
2015/7/22	9.43	9.43	9.07	9.18	965	-0.27
2015/7/23	9.01	9.28	9	9.12	1733.05	-0.06
2015/7/24	9.28	9.28	8.87	8.9	1202	-0.22
2015/7/27	8.77	9.19	8.06	8.06	1915	-0.84
2015/7/28	7.28	8.5	7.28	8.23	5685.6	0.17
2015/7/29	8.37	8.39	8.1	8.39	2065.71	0.16
2015/7/30	8.46	8.69	8.21	8.57	3671.99	0.18
2015/7/31	8.3	8.67	8.3	8.65	1120	0.08
2015/8/3	8.66	8.66	8.33	8.6	2447.1	-0.05
2015/8/4	8.55	8.9	8.41	8.89	1021.93	0.29
2015/8/5	8.73	9.06	8.7	8.8	545	-0.09
2015/8/6	8.57	8.89	8.5	8.8	372.4	0
2015/8/7	8.8	9.05	8.8	9.05	1455	0.25
2015/8/10	9.36	9.45	8.91	9.42	1718.19	0.37
2015/8/11	9.43	9.49	9.26	9.44	1099	0.02
2015/8/12	9.45	9.55	9.11	9.44	1792.2	0
2015/8/13	9.41	9.83	9	9.45	2075.65	0.01
2015/8/14	9.4	9.77	9.19	9.42	1712	-0.03
2015/8/17	9.45	9.55	9.3	9.43	1236	0.01
2015/8/18	9.41	9.41	8.49	8.49	1890.87	-0.94
2015/8/19	8.31	8.78	8.2	8.63	2473.41	0.14
2015/8/20	8.4	8.85	8.4	8.6	1033	-0.03
2015/8/21	8.52	8.64	8.08	8.35	962	-0.25
2015/8/24	8.01	8.01	7.52	7.52	1130	-0.83
2015/8/25	7	7.2	6.77	6.77	3166	-0.75
2015/8/26	6.97	6.99	6.15	6.73	1645.79	-0.04
2015/8/27	7.25	7.37	6.68	6.95	1664.79	0.22
2015/8/28	7.04	7.3	7.01	7.3	2092.8	0.35
2015/8/31	7.11	7.16	6.9	6.9	1804.79	-0.4
2015/9/1	6.69	6.7	6.31	6.43	1723	-0.47
2015/9/2	6.38	6.5	6.06	6.35	2340.8	-0.08
2015/9/7	6.23	6.68	6.23	6.47	1054.4	0.12
2015/9/8	6.23	6.74	6.18	6.68	2793.32	0.21
2015/9/9	6.65	6.92	6.6	6.9	2111.32	0.22
2015/9/10	6.79	6.85	6.71	6.72	949	-0.18
2015/9/11	6.56	6.8	6.56	6.71	389.2	-0.01
2015/9/14	6.71	6.85	6.11	6.3	864	-0.41
2015/9/15	6.18	6.44	6	6.26	415	-0.04
2015/9/16	6.3	6.77	6.15	6.75	3321.6	0.49
2015/9/17	6.77	6.88	6.6	6.71	1174.4	-0.04
2015/9/18	6.79	6.79	6.63	6.74	333	0.03
2015/9/21	6.77	6.8	6.57	6.8	406	0.06
2015/9/22	6.9	6.97	6.8	6.82	667	0.02
2015/9/23	6.64	6.89	6.64	6.87	345	0.05
2015/9/24	6.81	6.91	6.76	6.85	411	-0.02
2015/9/25	6.86	6.91	6.78	6.83	654.8	-0.02
2015/9/28	6.82	6.87	6.78	6.87	121.1	0.04
2015/9/29	6.8	6.81	6.77	6.78	457.8	-0.09
2015/9/30	6.88	6.91	6.73	6.88	432	0.1
2015/10/7	6.82	6.82	6.19	6.19	86	-0.69
2015/10/8	7.22	7.22	6.86	7.07	672.2	0.19
2015/10/9	7.07	7.19	7.07	7.14	637.1	0.07
2015/10/12	7.17	7.47	7.12	7.37	1037.5	0.23
2015/10/13	7.37	7.38	7.26	7.34	486	-0.03
2015/10/14	7.26	7.36	7.26	7.28	433.57	-0.06
2015/10/15	7.28	7.44	7.28	7.42	785.13	0.14
2015/10/16	7.48	7.57	7.05	7.47	1246	0.05
2015/10/19	7.47	7.57	7.37	7.46	1657.6	-0.01
2015/10/20	7.51	7.52	7.3	7.45	579.4	-0.01
2015/10/21	7.36	7.63	7.01	7.42	3171.91	-0.03
2015/10/22	7.23	8.16	7.2	8.16	7515.2	0.74
2015/10/23	8.6	8.98	8.44	8.98	7890.25	0.82
2015/10/26	9.48	9.49	8.3	8.51	11832.6	-0.47
2015/10/27	8.34	8.44	7.83	8.37	4735.61	-0.14
2015/10/28	8.35	9.07	8.35	8.5	7697.2	0.13
2015/10/29	8.56	9.22	8.31	9.2	7952.98	0.7
2015/10/30	9.4	9.78	8.81	8.94	9374.13	-0.26
2015/11/2	8.35	8.88	8.11	8.42	3967.41	-0.52
2015/11/3	8.59	8.7	8.48	8.5	1959.38	0.08
2015/11/4	8.13	8.85	8.13	8.78	2466.56	0.28
2015/11/5	8.78	9.42	8.52	9.39	6277.74	0.61
2015/11/6	9.51	10.33	9.49	10.33	8764.84	0.94
2015/11/9	10.4	11.07	9.8	10.08	9072.93	-0.25
2015/11/10	10.09	11.01	9.9	11.01	10789.92	0.93
2015/11/11	10.88	12	10.75	11.76	10522.72	0.75
2015/11/12	11.41	12.39	11.1	11.24	11854.37	-0.52
2015/11/13	11.18	11.59	10.8	10.85	5105.6	-0.39
2015/11/16	10.69	10.89	10.21	10.84	3290.9	-0.01
2015/11/17	10.89	11.45	10.6	10.6	4586.16	-0.24
2015/11/18	10.78	10.83	10.03	10.2	3969.4	-0.4
2015/11/19	10.45	10.45	10	10.41	2911	0.21
2015/11/20	10.4	10.4	10.01	10.37	2643.97	-0.04
2015/11/23	10.18	10.64	10.02	10.35	5862.06	-0.02
2015/11/24	10.3	10.53	10.08	10.48	3481	0.13
2015/11/25	10.36	11.42	10.35	11.22	9326.68	0.74
2015/11/26	11.22	11.22	10.8	10.84	4174	-0.38
2015/11/27	10.6	10.98	10.3	10.4	5870.74	-0.44
